name,city,country,latitude,longitude
Mickey's Brewing Co.,Milwaukee,United States,43.0389,-87.9065
Microbrouwerij Achilles,Itegem,Belgium,51.1028,4.7269
Middle Ages Brewing,Syracuse,United States,43.0508,-76.1617
Midnight Sun Brewing Co.,Anchorage,United States,61.1473,-149.844
Mikkeller,KÃ¸benhavn,Denmark,0,0
Milagro Brewery and Grill,Bernalillo,United States,35.3,-106.551
Mill Creek Brewpub,Walla Walla,United States,46.0697,-118.336
Mill Steakhouse,Littleton,United States,39.612,-105.019
Miller Brewing,Milwaukee,United States,43.0445,-87.9626
Millrose Brewing,South Barrington,United States,42.0855,-88.1411
Millstream Brewing,Amana,United States,41.7972,-91.8652
Milly's Tavern,Manchester,United States,42.9945,-71.4674
Milwaukee Ale House,Milwaukee,United States,43.0334,-87.9093
Minhas Craft Brewery,Monroe,United States,42.6001,-89.6422
Minneapolis Town Hall Brewery,Minneapolis,United States,44.9732,-93.2479
Minnesota Brewing,Saint Paul,United States,44.9442,-93.0861
Minocqua Brewing Company,Minocqua,United States,45.8722,-89.7097
Mishawaka Brewing,Mishawaka,United States,41.6931,-86.1818
Mission Springs Brewing,Mission,Canada,49.1323,-122.343
Mississippi Brewing Co.,Utica,United States,40.687,-73.708
Moab Brewery,Moab,United States,38.5657,-109.55
Mogollon Brewing Company,Flagstaff,United States,35.2156,-111.59
Mohrenbrauerei August Huber,Dornbirn,Austria,47.4123,9.7443
Molson Breweries of Canada,Toronto,Canada,43.6706,-79.3824
Montana Brewing,Billings,United States,45.7822,-108.506
Monte Carlo Casino and Brewpub,Las Vegas,United States,36.1286,-115.171
Monteith's Brewing Co.,Greymouth,New Zealand,-42.4505,171.207
Moon River Brewing Company,Savannah,United States,32.081,-81.0915
Moonlight Brewing,Fulton,United States,38.498,-122.78
Moorhouse's Brewery (Burnley),Burnley,United Kingdom,53.7864,-2.2694
Moose's Tooth Pub and Pizzeria,Anchorage,United States,61.1902,-149.869
Moosehead Breweries,Saint John,Canada,45.2567,-66.096
Moosehead Breweries Ltd.,Saint John,Canada,45.2578,-66.0984
Moosejaw Pizza & Dells Brewing Company,Wisconsin Dells,United States,43.5907,-89.7939
Mordue Brewery,Wallsend,United Kingdom,55.0167,-1.4925
Morland and Co.,Abingdon,United Kingdom,51.6701,-1.285
Mountain Sun Pub & Brewery,Boulder,United States,40.019,-105.275
Moylan's Brewery & Restaurant,Novato,United States,38.0941,-122.557
moylans Brewing company,Novato,United States,38.1074,-122.57
Mudshark Brewing,Lake Havasu City,United States,34.4686,-114.341
Murphy's Wagon Wheel,Hastings,United States,40.5843,-98.3912
Mussel Inn,Takaka,New Zealand,-40.7658,172.705
Myanmar Brewery and Distillery,Yangon,Myanmar,16.7779,96.1679
Mythos Breweries S.A.,,Greece,0,0
Namaqua Brewing,Loveland,United States,40.3978,-105.075
Namibia Breweries,Windhoek,Namibia,-22.5589,17.0825
Nebraska Brewing Company,Papillion,United States,41.1339,-96.0307
Nelson Brewing,Nelson,Canada,49.4884,-117.29
Nethergate Brewery Co Ltd,Pentlow,United Kingdom,52.081,0.6559
New Albanian Brewing,New Albany,United States,38.3281,-85.8171
New Belgium Brewing,Fort Collins,United States,40.5929,-105.07
New Century Brewing Company,Boston,United States,42.3587,-71.0574
New Glarus Brewing Company,New Glarus,United States,42.8171,-89.6306
New Holland Brewing Company,Holland,United States,42.79,-86.1041
New River Brewing,Atlanta,United States,33.9089,-84.3056
New Road Brewhouse,Collegeville,United States,40.1857,-75.4516
New Zealand Breweries Limited,,New Zealand,0,0
Niagara Falls Brewing,Niagara Falls,Canada,43.0893,-79.11
Nicolet Brewing,Florence,United States,45.9222,-88.2518
Nikenjayamochi Kadoya Honten Co.,,Japan,0,0
Ninkasi Brewing,Eugene,United States,44.0569,-123.11
Nodding Head Brewpub,Philadelphia,United States,39.9502,-75.1666
Nor'Wester Brewery and Public House,Portland,United States,45.5235,-122.676
Nordsj Grdsbryggeri,Motala,Sweden,58.5366,15.0373
North Coast Brewing Company,Fort Bragg,United States,39.4466,-123.806
North Country Brewery,Slippery Rock,United States,41.0638,-80.0556
Northwest Brewwrks,Kirkland,United States,47.6815,-122.209
Northwoods Brewpub Grill,Eau Claire,United States,44.7776,-91.4433
NÃ¸gne Ã˜ - Det KompromisslÃ¸se Bryggeri A/S,Grimstad,Norway,0,0
O'Fallon Brewery,O'Fallon,United States,38.8058,-90.7532
O'Gara's Bar & Grill,Saint Paul,United States,44.9458,-93.167
O'Grady's Brewery and Pub #1,Arlington Heights,United States,42.0884,-87.9806
O'Hanlon's Brewing Company Ltd.,Exeter,United Kingdom,0,0
O'Hara's Brewpub and Restaurant,Saint Cloud,United States,45.5539,-94.1703
Oak Creek Brewery,Sedona,United States,34.8661,-111.796
Oaken Barrel Brewing,Greenwood,United States,39.615,-86.0901
Oakham Ales,Peterborough,United Kingdom,52.5758,-0.248
Oasis Brewery and Restaurant,Boulder,United States,40.015,-105.271
Oasis Brewery Annex,Boulder,United States,40.015,-105.271
Oconomowoc Brewing,Oconomowoc,United States,43.1117,-88.4993
Odell Brewing,Fort Collins,United States,40.5894,-105.063
Oggi's Pizza and Brewing - Vista,Vista,United States,33.2029,-117.255
Ohio Brewing,Niles,United States,41.1828,-80.7654
Okanagan Spring Brewery,Vernon,Canada,50.2613,-119.277
Old City Brewing,Austin,United States,30.2767,-97.7463
Old Dominion Brewing Co.,Dover,United States,39.154,-75.4884
Old Hat Brewery,Lawton,United States,42.1682,-85.8497
Olde Main Brewing,Ames,United States,42.0248,-93.6147
Olde Peninsula Brewpub and Restaurant,Kalamazoo,United States,42.2936,-85.5778
Oldenberg Brewery,Fort Mitchell,United States,39.0472,-84.5599
On Tap Bistro & Brewery,San Diego,United States,32.7153,-117.157
Onion Pub & Brewery,Lake Barrington,United States,42.1865,-88.1835
Onopa Brewing,Milwaukee,United States,43.0389,-87.9065
Orchard Street Brewery,Bellingham,United States,48.7596,-122.488
Oregon Trader Brewing,Albany,United States,44.6365,-123.106
Oregon Trail Brewery,Corvallis,United States,44.5613,-123.261
Oriental Brewery,,"Korea, Republic of",0,0
Original Basil T's,Red Bank,United States,40.3532,-74.0747
Orkney Brewery,Orkney,United Kingdom,59.0697,-3.3135
Orlando Brewing,Orlando,United States,28.5265,-81.3827
Orlio Organic,South Burlington,United States,44.4284,-73.2131
Oskar Blues Grill and Brew,Lyons,United States,40.2246,-105.268
Ostankinskij Pivovarennij Zavod,Moskva,Russia,55.7558,37.6176
Ottakringer Brauerei AG,Wien,Austria,48.2133,16.3229
Otter Creek Brewing & Wolaver's Organic Ales,Middlebury,United States,44.0197,-73.1693
Otto's Pub and Brewery,State College,United States,40.8098,-77.9101
Oy Sinebrychoff AB,Kerava,Finland,60.381,25.1102
Oyster Bar Bistro and Brewery,Fort Wayne,United States,41.1475,-85.1168
Pabst Brewing Company,San Antonio,United States,29.43,-98.49
Pacific Beach Brewhouse,Pacific Beach,United States,32.7978,-117.24
Pacific Coast Brewing,Oakland,United States,37.8016,-122.274
Pacific Rim Brewing,Seattle,United States,47.5143,-122.353
Palm Breweries,Steenhuffel,Belgium,50.9953,4.2835
Palmetto Brewing,Charleston,United States,32.8017,-79.9455
Panther Brewing Company,Utica,United States,43.1467,-75.1779
Paper City Brewing Company,Holyoke,United States,42.2012,-72.6104
Park City Brewing,Heber City,United States,40.496,-111.42
Paulaner,Munich,Germany,48.1391,11.5802
Pearl Street Brewery,La Crosse,United States,43.8344,-91.2362
Pelican Pub & Brewery,Pacific City,United States,45.2152,-123.97
Penn Brewery,Pittsburgh,United States,40.4569,-79.9915
Pennichuck Brewing Company,Milford,United States,42.8368,-71.6626
Pennsylvania Brewing,Pittsburgh,United States,40.4569,-79.9915
Pete's Brewing,San Antonio,United States,29.5761,-98.4772
Pete's Place,Krebs,United States,34.9251,-95.7253
PH Woods Diner and Brewery,Moreno Valley,United States,33.9176,-117.26
Philadelphia Brewing Co,Philadelphia,United States,39.9827,-75.1275
Phoenix Beverages Ltd,Pont Fer,Mauritius,-20.2738,57.4971
Piece,Chicago,United States,41.9104,-87.6761
Pike Pub and Brewery,Seattle,United States,47.6081,-122.34
Pinehurst Village Brewery,Aberdeen,United States,35.1315,-79.4295
Pinnacle Peak Patio Steakhouse & Microbrewery,Scottsdale,United States,33.7268,-111.853
Pint's Pub Brewery and Freehouse,Denver,United States,39.7369,-104.991
Pivara Skopje,Skopje,"Macedonia, the Former Yugoslav Republic of",42.0038,21.4522
Pivovar Herold Beznice,Beznice,Czech Republic,0,0
Pivovar Hradec Krlov,Hradec Krlov,Czech Republic,50.2094,15.8326
Pivovar Klter Hradit,Klter Hradit nad Jizerou,Czech Republic,0,0
Pivovar Nchod,Nchod,Czech Republic,0,0
Pivovar Pardubice a.s.,Pardubice,Czech Republic,50.0355,15.762
Pivovar Podkov,Praha,Czech Republic,50.0878,14.4205
Pivovar Starobrno,Brno,Czech Republic,49.1911,16.5918
Pivovar v Hurbanove,Hurbanovo,Slovakia,47.8809,18.1972
Pivovar Velk Popovice,Velk Popovice,Czech Republic,49.9225,14.6361
Pivovary Staropramen,Praha,Czech Republic,50.0685,14.4067
Pivzavod Baltika /,Sankt-Peterburg,Russia,59.939,30.3158
Pizza Beer,St Charles,United States,41.9455,-88.4507
Pizza Port Brewing - Solana Beach,Solana Beach,United States,32.9908,-117.272
Pizzeria Uno Chicago Grill & Brewery,Metuchen,United States,37.2283,-77.3903
Platte Valley Brewing,Kearney,United States,40.6954,-99.0812
Pleasanton Main Street Brewery,Pleasanton,United States,37.6645,-121.873
Plzesk Prazdroj,Plze,Czech Republic,49.7466,13.3861
Plzesk Prazdroj Pivovar Radegast,Noovice,Czech Republic,0,0
Pokka Beer Works,Nagoya,Japan,35.1814,136.906
Pony Express Brewing,Olathe,United States,38.8814,-94.8191
Port Brewing Company,San Marcos,United States,33.1406,-117.15
Port Washington Brewing,Port Washington,United States,43.3872,-87.8756
Porterhouse Restaurant and Brewpub,Lahaska,United States,40.3341,-75.012
Portland Brewing,Portland,United States,45.5415,-122.713
Portsmouth Brewery,Portsmouth,United States,43.0781,-70.7575
Prairie Rock Brewing - Elgin,Elgin,United States,42.0347,-88.2819
Prescott Brewing Company,Prescott,United States,34.542,-112.47
Pripps Ringnes Bryggerier,Bromma,Sweden,60.4877,9.1885
Privat-Brauerei Schmucker Ober-Mossau KG,Mossautal,Germany,49.6747,8.925
Privatbrauerei Bolten,Korschenbroich,Germany,51.1833,6.4993
Privatbrauerei Erdinger Weissbru,Erding,Germany,48.3153,11.8911
Privatbrauerei Frankenheim,Dsseldorf,Germany,51.2292,6.7925
Privatbrauerei Gaffel,Kln,Germany,50.9465,6.9563
Privatbrauerei Hofmhl,Eichsttt,Germany,0,0
Private Weissbierbrauerei G. Schneider & Sohn GmbH,Kelheim,Germany,48.9175,11.8735
Privater Brauereigasthof Greifenklau,Bamberg,Germany,49.8851,10.8823
Pug Ryan's Steakhouse and Brewery,Dillon,United States,39.6282,-106.047
Pugsley Brewing LLC,Portland,United States,43.6615,-70.2553
Pumphouse Brewery & Restaurant,Longmont,United States,40.1688,-105.102
Pumphouse Pizza and Brewing,Lake Delton,United States,43.6011,-89.7937
"Pyramid Alehouse, Brewery and Restaurant - Berkeley",Berkeley,United States,47.5917,-122.335
"Pyramid Alehouse, Brewery and Restaurant - Seattle",Seattle,United States,0,0
Pyramid Ales Brewery,Seattle,United States,47.5924,-122.334
Qingdao Brewery,Qingdao,China,36.0663,120.383
Quigleys,Pawleys Island,United States,33.4905,-79.116
R&B; Brewing,Vancouver,Canada,49.2673,-123.103
Raccoon Lodge and Brewpub / Cascade Brewing,Portland,United States,45.4856,-122.754
Raccoon River Brewing,Des Moines,United States,41.5841,-93.6296
Radeberger Exportbierbrauerei,Radeberg,Germany,51.1148,13.915
Rahr & Sons Brewing Company,Fortworth,United States,32.7366,-97.3274
Rail House Restaurant and Brewpub,Marinette,United States,45.0851,-87.6544
Railway Brewing,Anchorage,United States,61.2181,-149.9
Ramapo Valley Brewery,Hillburn,United States,41.1151,-74.147
Randy's Fun Hunters Brewery Restaurant and Banquet Center,Whitewater,United States,42.832,-88.714
RCH Brewery,Weston-super-Mare,United Kingdom,51.3723,-2.8773
Real Ale Brewing Company,Blanco,United States,30.113,-98.4156
ReaperAle,Foothill Ranch,United States,33.6864,-117.66
Red Kettle Brewing,Encinitas,United States,33.037,-117.292
Red Lodge Ales,Red Lodge,United States,45.1913,-109.247
Red Oak Brewery,Whitsett,United States,36.0613,-79.5695
Red Star Brewery & Grille,Greensburg,United States,40.3044,-79.5471
RedFish New Orleans Brewhouse,Boulder,United States,40.0187,-105.279
Redhook Ale Brewery,Seattle,United States,47.6062,-122.332
Remington Watson Smith Brewing,Waukesha,United States,43.0117,-88.2315
Restaurant Isarbru,Pullach im Isartal,Germany,48.0708,11.5311
Revolution Brewing LLC,Chicago,United States,41.9234,-87.6982
Richbrau Brewing Company,Richmond,United States,37.5356,-77.4338
Ridgeway Brewing,South Stoke,United Kingdom,51.5462,-1.1355
Rio Salado Brewing,Tempe,United States,33.4148,-111.909
River Horse Brewing Company,Lambertville,United States,40.3688,-74.9477
River West Brewing,Chicago,United States,41.85,-87.6501
Rivers Effortless Dining,Salt Lake City,United States,40.638,-111.69
Rivertowne Pour House,Monroeville,United States,40.4465,-79.7642
Rock Art Brewery,Morrisville,United States,44.5693,-72.6034
Rock Bottom Restaurant & Brewery - Chicago,Chicago,United States,41.8915,-87.6284
Rock Bottom Restaurant & Brewery - Denver,Denver,United States,39.7472,-104.995
Rock Bottom Restaurant & Brewery - Milwaukee,Milwaukee,United States,43.0399,-87.9117
Rock Bottom Restaurant & Brewery - Minneapolis,Minneapolis,United States,44.9765,-93.2747
Rock Bottom Restaurant & Brewery - San Jose,Campbell,United States,37.2886,-121.933
Rock Bottom Restaurant & Brewery - South Denver,Englewood,United States,39.5678,-104.874
Rocky River Brewing,Rocky River,United States,41.4623,-81.856
Rockyard Brewing,Castle Rock,United States,39.4091,-104.87
Roffey Brewery,Holland,United States,42.7875,-86.1089
Rogue Ales,Newport,United States,44.6202,-124.052
ronald mengerink,baarle-hertog,Belgium,51.4421,4.9232
Roost Brewery,Campbell,United States,37.2869,-121.946
Roots Organic Brewing,Portland,United States,45.5118,-122.659
Ross Valley Brewing,Fairfax,United States,37.9871,-122.589
Rothaus Brauerei,Hartford,United States,43.3178,-88.379
Route 66 Brewery,Saint Louis,United States,38.647,-90.225
Routh Street Brewery and Grille,Dallas,United States,32.789,-96.7989
Rowland's Calumet Brewery,Chilton,United States,44.0291,-88.1629
Roy Pitz Brewing Company,Chambersburg,United States,39.939,-77.6566
Rubicon Brewing,Sacramento,United States,38.5731,-121.481
Ruppaner-Brauerei,Konstanz,Germany,47.6855,9.208
Rush River Brewing,River Falls,United States,44.8902,-92.6378
Russell Brewing,Surrey,Canada,0,0
Russian River Brewing,Santa Rosa,United States,38.4418,-122.712
S.A. Damm,Barcelona,Spain,41.3879,2.1699
SA Brain & Co. Ltd.,Cardiff,United Kingdom,51.4736,-3.179
"Sabmiller India,",Bangalore,India,12.9683,77.657
Sacramento Brewing Company,Sacramento,United States,38.6191,-121.4
Saint Arnold Brewing,Houston,United States,29.8123,-95.4675
Saint Louis Brewery / Schlafy Tap Room,Saint Louis,United States,38.633,-90.21
Saint Somewhere Brewing Company,Tarpon Springs,United States,28.1646,-82.7717
Saku lletehas,Saku,Estonia,59.3014,24.6679
Salado Creek Brewing Company,San Antonio,United States,29.4241,-98.4936
Salopian Brewery,Shrewsbury,United Kingdom,52.7069,-2.787
Salt Lake Brewing - Squatters,Salt Lake City,United States,40.7626,-111.895
"Sam Choy's Breakfast, Lunch, Crab & Big Aloha Brewery",Honolulu,United States,21.3069,-157.858
Samuel Smith Old Brewery (Tadcaster),Tadcaster,United Kingdom,53.8834,-1.2625
San Diego Brewing,San Diego,United States,32.7922,-117.099
San Marcos Brewery & Grill,San Marcos,United States,33.1345,-117.191
San Miguel Corporation,Manila,Philippines,14.5833,120.967
Sand Creek Brewing Company,Black River Falls,United States,44.2929,-90.8511
SandLot Brewery at Coors Field,Denver,United States,39.7557,-104.993
Sanford's Grub and Pub,Sheridan,United States,44.8007,-106.956
Santa Barbara Brewing,Santa Barbara,United States,34.4166,-119.696
Santa Cruz Brewing,Santa Cruz,United States,36.9741,-122.031
Santa Fe Brewing Company,Santa Fe,United States,35.5966,-106.052
Santa Rosa Brewing,Santa Rosa,United States,38.4405,-122.714
Sapporo Breweries - Chuo,Tokyo,Japan,0,0
Sarah Hughes Brewery,Dudley,United Kingdom,52.5435,-2.1156
Saxer Brewing,Lake Oswego,United States,45.4207,-122.671
Scharer's Little Brewery,Picton,Australia,-34.1855,150.607
Schlobrauerei Reckendorf,Reckendorf,Germany,50.0224,10.83
Schloss Eggenberg,Vorchdorf,Austria,47.9904,13.9238
Schlossbru,Dornbirn,Austria,47.4097,9.7514
SchÃ¶fferhofer,Frankfurt/Main,Germany,0,0
Schooner Brewery,Dallas,United States,32.803,-96.7699
Schooner's Grille & Brewery,Antioch,United States,37.9669,-121.783
Schussenrieder Erlebnisbrauerei,Bad Schussenried,Germany,48.004,9.6584
Scotch Irish Brewing,Carleton Place,Canada,45.1279,-76.13
Scottish & Newcastle Breweries,Newcastle-upon-Tyne,United Kingdom,40.8918,-76.7975
Scottish & Newcastle PLC,Edinburgh,United Kingdom,55.9465,-3.2485
Scuttlebutt Brewing,Everett,United States,47.9975,-122.214
Sea Dog Brewing Company,Bangor,United States,44.7974,-68.77
Seabright Brewery,Santa Cruz,United States,36.9676,-122.008
Second Street Brewery,Santa Fe,United States,35.6631,-105.966
Selin's Grove Brewing Co.,Selinsgrove,United States,40.801,-76.8614
Sequoia Brewing Conoabt,Fresno,United States,36.7582,-119.802
Shaftebury Brewing,Delta,Canada,49.1487,-122.912
Sharktooth Brewing,Kahului,United States,20.8947,-156.47
Shepherd Neame,Faversham,United Kingdom,51.3169,0.8921
Sherlock's Home,Minnetonka,United States,44.9133,-93.5033
Ship Inn Brewpub,Milford,United States,40.5684,-75.0954
Shipwrecked Brew Pub,Egg Harbor,United States,45.0495,-87.2802
Shipyard Brewing - Portland,Portland,United States,43.6619,-70.2489
Shmaltz Brewing Company,San Francisco,United States,37.7749,-122.419
Shmaltz Enterprises,San Francisco,United States,37.7481,-122.419
Short's Brewing Company,Bellaire,United States,44.9763,-85.2104
Sierra Leone Brewery,Freetown,Sierra Leone,8.4841,-13.2287
Sierra Madre Brewing Co.,Monterrey,Mexico,25.6811,-100.363
Sierra Nevada Brewing Co.,Chico,United States,39.7246,-121.816
Siletz Roadhouse & Brewery,Siletz,United States,44.722,-123.918
Silver Gulch Brewing Company,Fox,United States,64.9583,-147.622
Silverado Brewing,Saint Helena,United States,38.5243,-122.497
Simmerberg Brusttt und Taferne,Simmerberg,Germany,47.5814,9.9191
Sioux Falls Brewing,Sioux Falls,United States,43.55,-96.7003
Six Rivers Brewery,McKinleyville,United States,40.9491,-124.102
Sixpoint Craft Ales,Brooklyn,United States,40.674,-74.0118
Ska Brewing Company,Durango,United States,0,0
Skagit River Brewing,Mount Vernon,United States,48.4192,-122.335
Skol Breweries,Maharashtra,India,18.88,72.94
Slab City Brewing,Bonduel,United States,44.7403,-88.4448
Sleeman Brewing & Malting,Guelph,Canada,43.487,-80.2068
Sleeping Lady Brewing Company,Anchorage,United States,61.2196,-149.896
Slottskllans Bryggeri,Uppsala,Sweden,59.8544,17.6627
Sly Fox Brewhouse and Eatery - Phoenixville,Phoenixville,United States,40.1298,-75.5499
Sly Fox Brewhouse and Eatery - Royersford,Royersford,United States,40.1943,-75.534
Smoky Mountain Brewing,Knoxville,United States,35.9657,-83.9181
Smuttynose Brewing Co.,Portsmouth,United States,43.0325,-70.7948
Snake River Brewing,Jackson,United States,43.4768,-110.765
Snipes Mountain Microbrewery & Restaurant,Sunnyside,United States,46.3284,-120.008
Snowshoe Brewing - Sonora,Sonora,United States,37.9841,-120.382
Sockeye,Boise,United States,43.6326,-116.275
Socorro Springs Brewing,Socorro,United States,34.0701,-106.893
Sonoran Brewing Company,Scottsdale,United States,33.7268,-111.853
South Australian Brewing,Adelaide,Australia,-34.9111,138.575
South County Brewing Co.,Fawn Grove,United States,39.7323,-76.4496
South Shore Brewery,Ashland,United States,46.5872,-90.8921
Southampton Publick House,Southampton,United States,40.8903,-72.3927
Southend Brewery and Smokehouse - Charleston,Charleston,United States,32.7785,-79.9273
Southern Star Brewing Company,Conroe,United States,30.3489,-95.4427
Southern Tier Brewing Co,Lakewood,United States,42.1008,-79.3357
357,,Sealand,0,0
Spanish Peaks Brewing,Polson,United States,47.6959,-114.176
Spaten-Franziskaner-BrÃ¤u,MÃ¼nchen,Germany,0,0
Speakeasy Ales and Lagers,San Francisco,United States,37.7387,-122.381
Spilker Ales,Cortland,United States,40.5058,-96.707
Spoetzl Brewery,Shiner,United States,29.426,-97.1607
Sports City Cafe & Brewery,La Jolla,United States,33.8575,-117.876
Sprecher Brewing,Glendale,United States,43.1,-87.9198
Spring House Brewing Company,Conestoga,United States,39.9525,-76.3295
Springfield Brewing,Springfield,United States,37.2079,-93.2955
St John Brewers,St. John,United States,18.3368,-64.7281
St Peter's Brewery,Bungay,United Kingdom,36.7282,-76.5836
St. Austell Brewery,St. Austell,United Kingdom,50.3416,-4.7883
St. Francis Abbey Brewery,Kilkenny,Ireland,52.6538,-7.248
St. GeorgenBru Modschiedler KG,Buttenheim,Germany,49.802,11.0324
St. James's Gate Brewery,Dublin,Ireland,53.3441,-6.2675
St. Stan's Brewing Co.,Modesto,United States,37.6417,-121.004
Staatliches HofbrÃ¤uhaus in MÃ¼nchen,MÃ¼nchen,Germany,0,0
Stadsbrouwerij De Hemel,Nijmegen,Netherlands,51.8486,5.8639
Standing Stone Brewing Company,Ashland,United States,42.1976,-122.715
Steam Whistle Brewery,Toronto,Canada,43.6414,-79.3869
Steamworks,Vancouver,Canada,49.2849,-123.11
Steamworks Brewing - Durango,Durango,United States,37.2724,-107.88
Steel Brewing,Longview,United States,32.5007,-94.7405
Steinfels Back & Brau,Zrich,Switzerland,47.369,8.538
Steve and Clark's Brew Pub and Sausage Co. #2,Durham,United States,35.994,-78.8986
Stevens Point Brewery,Stevens Point,United States,44.5104,-89.5734
Stewart's Brewing,Bear,United States,39.6318,-75.6628
Stieglbrauerei zu Salzburg GmbH,Salzburg,Austria,47.8005,13.0444
Stillwater Artisanal Ales,Baltimore,United States,39.2904,-76.6122
Stone Brewing Co.,Escondido,United States,33.1157,-117.12
Stone Cellar Brewpub & Restaurant,Appleton,United States,44.2536,-88.4037
Stone City Brewing,Solon,United States,41.8072,-91.4941
Stone Coast Brewing - Portland,Portland,United States,43.71,-70.305
Stonecutters Brewhouse,Barre,United States,44.1972,-72.5019
Stoney Creek Brewing Company,Detroit,United States,42.3372,-83.0186
Storm Brewing,Vancouver,Canada,49.2821,-123.07
Stoudt's Brewery,Adamstown,United States,40.2369,-76.072
Stout Brothers Public House,Milwaukee,United States,43.0389,-87.9065
Strangford Lough Brewing Company Ltd,Killyleagh,Ireland,54.3906,-5.6548
Straub Brewery,St. Mary's,United States,41.4277,-78.5539
Stroh Brewery Company,Tampa,United States,27.9494,-82.4651
Sturgeon Bay Brewing,Sturgeon Bay,United States,44.8342,-87.377
Stuttgarter Hofbru,Stuttgart,Germany,0,0
Sudwerk Privatbrauerei Hbsch,Davis,United States,38.5472,-121.726
Sullivan's Black Forest Brew Haus & Grill,Frankenmuth,United States,43.3152,-83.7314
Summit Brewing,Saint Paul,United States,44.9139,-93.1396
Surly Brewing,Brooklyn Center,United States,45.0429,-93.3246
Swan Brewery,Canning Vale,Australia,-32.0638,115.912
Sweet Water Tavern and Brewery,Sterling,United States,39.0324,-77.4097
Sweetwater Brewing - Atlanta,Atlanta,United States,33.8087,-84.3813
Sweetwater Brewing - Casper,Casper,United States,42.8666,-106.313
Sweetwater Tavern - Centreville,Centreville,United States,38.8289,-77.4393
Switchback Brewing Co,Burlington,United States,43.3906,-79.8049
T&R; Theakston,Ripon,United Kingdom,0,0
"T-Bonz Gill, Grill and Brewery",Mount Pleasant,United States,32.8091,-79.875
Tabernash Brewing,Longmont,United States,40.1672,-105.102
Tablerock,Boise,United States,43.6113,-116.206
Tailgate Beer,San Diego,United States,32.7732,-117.055
Taiwan Tobacco and Wine Monopoly Board,Taipei,"Taiwan, Province of China",25.026,121.472
Tampa Bay Brewing,Tampa,United States,27.9607,-82.4433
Tap Room Brewing Company,La Crosse,United States,43.8014,-91.2396
Taylor Brewing,Lombard,United States,41.8358,-88.0091
Taylor's Crossing Brewing,North Vancouver,Canada,49.3238,-123.102
Taylor's Restaurant and Brewery,San Diego,United States,32.7153,-117.157
Tempo,,Israel,0,0
Tenaya Creek Restaurant and Brewery,Las Vegas,United States,36.2154,-115.251
Tennent Caledonian Brewery,Glasgow,United Kingdom,55.8593,-4.2324
Terminal Gravity Brewing,Enterprise,United States,45.4192,-117.272
Terrapin Beer Company,Athens,United States,33.9459,-83.4105
The Alchemist,Waterbury,United States,44.3372,-72.756
The Blind Bat Brewery LLC,Centerport,United States,40.8959,-73.3811
The Bruery,Placentia,United States,33.8614,-117.88
The Cambridge House,Granby,United States,41.9658,-72.793
The Church Brew Works,Pittsburgh,United States,40.4624,-79.9645
The Hop Yard,San Ramon,United States,37.7839,-122.001
The Livery,Benton Harbor,United States,42.1185,-86.4537
The Lost Abbey,San Marcos,United States,33.1406,-117.15
The Narragansett Brewing Company,Providence,United States,41.819,-71.4097
The Round Barn Winery & Brewery,Baroda,United States,41.9211,-86.4583
Third Street Ale Works,Santa Rosa,United States,38.4398,-122.713
Thirsty Dog Brewing,Akron,United States,41.0689,-81.5172
ThirstyBear Brewing,San Francisco,United States,37.7855,-122.4
Thomas Creek Brewery,Greenville,United States,34.7968,-82.4245
Thomas Hooker Brewing,Bloomfield,United States,41.8087,-72.7108
Thomas Kemper Brewing,Seattle,United States,47.5924,-122.334
Three Floyds Brewing,Munster,United States,41.5354,-87.5158
Three Needs Brewery and Taproom,Burlington,United States,44.4771,-73.2115
Thunder Canyon Brewery,Tucson,United States,32.3407,-111.015
Thunderhead Brewery,Kearney,United States,40.6966,-99.0815
Thunderhead Brewery #2,Grand Island,United States,40.9259,-98.3397
Tied House Cafe & Brewery - San Jose,San Jose,United States,37.3362,-121.894
Timmermans,Itterbeek,Belgium,50.8399,4.2475
Tin Whistle Brewing,Penticton,Canada,49.4944,-119.61
Titletown Brewing,Green Bay,United States,44.52,-88.0173
Tivoli Brewing,Denver,United States,39.7392,-104.985
Tollemache and Cobbold Brewery,Ipswich,United Kingdom,52.0593,1.1557
Tommyknocker Brewery and Pub,Idaho Springs,United States,39.7418,-105.518
Tomos Watkin and Sons Ltd.,Swansea,United Kingdom,51.6666,-3.9443
Tongerlo,Westerlo,Belgium,51.0873,4.9178
Tooheys,Sydney,Australia,-33.8501,151.045
Tooth's,Sydney,Australia,-33.8671,151.207
Top of the Hill Restaurant and Brewery,Chapel Hill,United States,35.9132,-79.0558
Trade Winds Brewing,Wailuku,United States,20.8911,-156.505
Traffic Jam and Snug,Detroit,United States,42.351,-83.0665
Trailhead Brewing Company,Saint Charles,United States,38.7745,-90.484
Trap Rock Restaurant and Brewery,Berkeley Heights,United States,40.6892,-74.4349
Traquair House Brewery,Innerleithen,United Kingdom,55.619,-3.0636
Trinity Brewing Company,Colorado Springs,United States,38.8967,-104.855
Triple Rock Brewery,Berkeley,United States,37.8734,-122.269
Triumph Brewing of New Hope,New Hope,United States,40.3659,-74.9544
Triumph Brewing of Princeton,Princeton,United States,40.3507,-74.6583
Troegs Brewing,Harrisburg,United States,40.2559,-76.8715
